name;code
"Saxophonist";"004.002.003.030"
"Saxophonspieler";"004.002.003.030"
"Saxofonist";"004.002.003.030"
"Schachspieler";"023.003.011"
"Schallplattenproduzent";"031.007.010.001.001"
"Henker";"025.012"
"Nachrichter";"025.012"
"Scharfrichter";"025.012"
"Schausteller";"002.017"
"Schichtarbeiter";"022.006.021"
"Schiedsrichter";"025.013"
"Schiedsrichter";"023.003.012"
"Schiffahrtskaufmann";"019.130.036"
"Schiffahrtskaufmann";"018.027.017"
"Schifffahrtskaufmann";"019.130.036"
"Schifffahrtskaufmann";"018.027.017"
"Schiffsagent";"019.107.002"
"Schiffsagent";"018.020.001.001.002.001"
"Schiff / Eigner";"030.009"
"Schiffseigner";"030.009"
"Schiffsklarierer";"018.020.001.001.002"
"Schiffsmakler";"018.020.001.001.002"
"Schiffszimmermann";"012.004.047.001"
"Schiffszimmermann";"033.005.026.036"
"Schiffszimmerer";"012.004.047.001"
"Schiffszimmerer";"033.005.026.036"
"Holzschindelmacher";"033.005.052"
"Schindler";"033.005.052"
"Schindelmacher";"033.005.052"
"Schleifer";"007.586"
"Schneidwarenschleifer";"007.586.721"
"Modist <Schreibmeister>";"003.010"
"Schreibmeister";"003.010"
"Setzer <Druckgewerbe>";"006.012.016"
"Typograf";"006.012.016"
"Typograph";"006.012.016"
"Schriftsetzer";"006.012.016"
"Schülerin";"016.021"
"Schuster";"033.005.053"
"Schuhmacher";"033.005.053"
"Schularzt";"011.015.023"
"Schulbibliothek / Bibliothekar";"016.016.010"
"Schulbibliothekar";"016.016.010"
"Schulpädagoge";"016.009.004"
"Schulpsychologe";"014.004.004"
"Schulrat";"010.008.006"
"Schulrat";"016.022"
"Schulze";"010.072.007"
"Schultheiß";"010.072.007"
"Schwabengänger";"013.001.030.001"
"Schwabenkinder";"013.001.030.001"
"Schwabenkind";"013.001.030.001"
"Schwerkranker";"030.002.005"
"Hieb- und Stoßwaffe / Hersteller";"033.005.054"
"Schwertfeger";"033.005.054"
"Bademeister <Schwimmmeister>";"033.052"
"Schwimmmeister";"033.052"
"Schwimmer";"023.003.018.003"
"Seefahrer";"031.031"
"Seelotse";"036.003.005"
"Schiffsreise / Passagier";"031.032"
"Schiffsreise / Reisender";"031.032"
"Seepassagier";"031.032"
"Schiffsreisender";"031.032"
"Seidenzwirnerin";"033.201.102.121"
"Seidengarnzwirnerin";"033.201.102.121"
"Seiler";"033.005.055"
"Sekundarstufenlehrer";"016.006.030.588"
"Sekundarlehrer";"016.006.030.588"
"Senat / Abgeordneter";"010.011.009"
"Senator";"010.011.009"
"Senner";"013.001.006"
"Senn";"013.001.006"
"Schlausmen";"019.116.010"
"Sensenhändler";"019.116.010"
"Sensenschmied";"033.005.024.029.008"
"Sensenmacher";"033.005.024.029.008"
"Sexologe";"014.038.001"
"Sexualforscher";"014.038.001"
"Sexuologe";"014.038.001"
"Sexualwissenschaftler";"014.038.001"
"Showmaster";"024.018.001"
"Ingenieur für Sicherheitstechnik";"018.017.001"
"Sicherheitsingenieur";"018.017.001"
"Silberschmied";"033.005.049.092"
"Silberschmied";"005.001.003.003"
"Skalde";"003.002.009.022"
"Skifahrer";"023.003.019.001"
"Skisportler";"023.003.019.001"
"Skiläufer";"023.003.019.001"
"Skilanglauflehrer";"016.036.001"
"Skilehrer";"016.036"
"Skirennläufer";"023.003.019.001.001"
"Weiblicher Soldat";"001.018"
"Soldatin";"001.018"
"Heilpädagoge";"016.009.002"
"Sonderpädagoge";"016.009.002"
"Sozialdemokrat";"031.033"
"Sozialistin";"031.034"
"Sozialgericht / Richter";"025.002.003.013"
"Sozialrichter";"025.002.003.013"
"Skomoroch";"004.002.009"
"Spielleute";"004.002.009"
"Spielmann";"004.002.009"
"Agent <Spion>";"028.013"
"Spione";"028.013"
"Spion";"028.013"
"Sportakrobat";"002.008.007.001"
"Sportakrobat";"023.003.021.001"
"Sportarzt";"011.015.007.022"
"Sportphilologe";"016.006.015.590"
"Sportwissenschaftler";"023.006"
"Sprachunterricht / Lehrer";"016.006.046"
"Sprachlehrer";"016.006.046"
"Sprecher";"024.013"
"Spruchdichter";"003.002.009.020"
"Staatsminister";"010.011.007.008"
"Staatsrechtler";"025.002.007"
"Staatsrechtslehrer";"025.002.007"
"Staatssekretär";"029.017"
"Stabsoffizier";"001.004.004.013"
"Ratsmusiker";"004.002.026"
"Stadtmusikant";"004.002.026"
"Stadtpfeifer";"004.002.026"
"Stadtplaner";"012.008"
"Ratsschreiber";"003.003.003"
"Stadtschreiber";"003.003.003"
"Dauernder Diakon";"020.012.001.001"
"Ständige Diakone";"020.012.001.001"
"Ständiger Diakonat";"020.012.001.001"
"Ständiges Diakonat";"020.012.001.001"
"Ständiger Diakon";"020.012.001.001"
"Eisen- und Stahlindustrie / Arbeiter";"022.006.013.001"
"Eisen- und Stahlindustrie / Metallarbeiter";"022.006.013.001"
"Stahlarbeiter";"022.006.013.001"
"Diplom-Statistiker";"014.011"
"Statistiker";"014.011"
"Steuerinspektor";"010.008.002"
"Steuerbeamter";"010.008.002"
"Steuermann";"036.023.005"
"Stiftsadel";"030.001.002"
"Rohrdecker";"012.004.013.001"
"Strohdachdecker";"012.004.013.001"
"Strohdecker";"012.004.013.001"
"Studienberater";"018.023.011"
"Schulstufe / Lehrer";"016.006.030"
"Stufenlehrer";"016.006.030"
"Säulenheiliger";"031.046.001"
"Stylit";"031.046.001"
"Praxisberater";"018.042"
"Supervisor";"018.042"
"Firmenanwalt";"025.002.002.003"
"Syndicus";"025.002.002.003"
"Syndikus";"025.002.002.003"
"Syndikusrechtsanwalt";"025.002.002.003"
"Syndikusanwalt";"025.002.002.003"
"Mutter <Tagesmutter>";"026.012"
"Tagesmutter";"026.012"
"Staatlich geprüfter technischer Assistent";"038.031"
"Technischer Assistent";"038.031"
"Tennisspieler";"023.003.009.001.004"
"Textilarbeiter";"022.006.002"
"Textilarbeiterin";"022.005.011"
"Theaterschaffender";"002.018"
"Intendant / Theater";"002.018.004"
"Theaterleiter";"002.018.004"
"Theaterintendant";"002.018.004"
"Theaterkritiker";"002.020"
"Theaterregisseur";"002.018.003.604"
"Stierkämpfer";"002.021"
"Toreador";"002.021"
"Torero";"002.021"
"Torhüter";"023.003.009.001.005"
"Tormann";"023.003.009.001.005"
"Torsteher";"023.003.009.001.005"
"Torwart";"023.003.009.001.005"
"Transportarbeiter";"022.006.003"
"Trobador";"004.007"
"Troubadour";"004.007"
"Despot";"031.035"
"Tyrann";"031.035"
"Übungsleiter";"023.004.004"
"Uhrenmechaniker";"033.005.031.050.012"
"Uhrmacher";"033.005.056"
"Ulama";"014.700.005"
"?Ulama?";"014.700.005"
"?????";"014.700.005"
"Ulema";"014.700.005"
"Betriebsberater";"018.023.019"
"Consultant <Unternehmensberater>";"018.023.019"
"Managementberater";"018.023.019"
"Wirtschaftsberater";"018.023.019"
"Unternehmensberater";"018.023.019"
"Weibliche Industrielle";"031.037"
"Unternehmerin";"031.037"
"Unteroffizier";"001.004.010"
"Unterrichtstechnologe";"016.006.042"
"Untersuchungshäftling";"028.003.003"
"Untersuchungsgefangener";"028.003.003"
"Untersuchungsrichter";"025.002.003.014"
"Auslieferungsfahrer";"019.108.001"
"Bierfahrer";"019.108.001"
"Fahrverkäufer";"019.108.001"
"Frischdienstverkäufer";"019.108.001"
"Verkaufsfahrer";"019.108.001"
"Bauingenieur im Verkehrswesen";"012.021.001"
"Bauingenieur im Verkehrswesen";"036.022"
"Verkehrsingenieur";"012.021.001"
"Verkehrsingenieur";"036.022"
"Verkehrsmeister";"036.033"
"Kriegsminister";"010.011.007.005"
"Militärminister";"010.011.007.005"
"Verteidigungsminister";"010.011.007.005"
"Verwaltungsbeamter";"029.018"
"Verwaltungsbeamter";"010.008.004"
"Verwaltungsjurist";"025.002.008"
"Verwaltungswissenschaftler";"029.019"
"Kriegsveteran";"001.004.011"
"Veteran";"001.004.011"
"Videokünstler";"005.001.010"
"Cellist";"004.002.003.026"
"Violoncello / Instrumentalmusiker";"004.002.003.026"
"Violoncellist";"004.002.003.026"
"Likendeeler";"028.008.002"
"Vitalienbrüder";"028.008.002"
"Vitzthum";"010.008.028"
"Vitztum";"010.008.028"
"Vizedom";"010.008.028"
"Viztum";"010.008.028"
"Vogt";"010.032"
"Volkssänger";"004.002.022.026"
"Volksschule / Schüler";"016.010.006"
"Volksschüler";"016.010.006"
"Diplomvolkswirt";"014.611.748"
"Nationalökonom";"014.611.748"
"Volkswirtschafter";"014.611.748"
"Volkswirt";"014.611.748"
"Volleyballspieler";"023.003.009.001.006"
"Volljurist";"025.002.009"
"Vorarbeiter";"022.006.004"
"Frühpädagoge";"016.037"
"Vorschulerziehung / Erzieher";"016.037"
"Vorschulerzieher";"016.037"
"Vorsitzender Richter";"025.002.003.015"
"Wachoffizier";"001.004.004.014"
"Kerzenzieher";"033.005.170"
"Wachszieher";"033.005.170"
"Wärmeschutzingenieur";"038.001.025"
"Wäscher und Plätter";"008.003"
"Wäscheschneider";"033.005.040.084"
"Stellmacher";"033.001.006"
"Stellmacher";"027.006"
"Wagner";"033.001.006"
"Wagner";"027.006"
"Wahlbeamter";"010.008.039"
"Waldorfschule / Schüler";"016.010.016"
"Waldorfschüler";"016.010.016"
"Episcopus vagans";"020.012.009.005"
"Wanderbischof";"020.012.009.005"
"Wanderführer <Person>";"018.043"
"Warenmakler";"018.020.001.001.003"
"Wartungsmechaniker für Datenverarbeitungs- und Büromaschinen";"033.005.031.050.013"
"Wasserbauwerker";"012.004.046"
"Techniker für Weinbau und Kellerwirtschaft";"013.001.007"
"Weinbau- und Kellereiwirtschaftstechniker";"013.001.007"
"Weinbautechniker";"013.001.007"
"Weiterbildner";"016.006.043"
"Weiterbildungslehrer";"016.006.043"
"Werbefachmann";"018.044"
"Werkstoffprüfer Metall";"007.609"
"Werkzeugmacher";"007.610"
"Windsurfer";"023.003.050"
"Windsurfer";"023.003.018.004"
"Wirtschaftsinformatiker";"014.006.001"
"Unternehmensjurist";"025.002.010"
"Wirtschaft / Jurist";"025.002.010"
"Wirtschaftsjurist";"025.002.010"
"Wirtschaftslehre / Lehrer";"016.006.044"
"Wirtschaftspädagoge";"016.006.044"
"Wirtschaftslehrer";"016.006.044"
"Assistent / Hochschule";"016.023"
"Hochschulassistent";"016.023"
"Wissenschaftlicher Assistent";"016.023"
"Wissenschaftshistoriker";"014.542.727"
"Wissenschaftsjournalist";"024.003.002"
"Wundarzt";"011.015.007.025.003"
"Yogalehrer";"016.006.015.612"
"Dentaltechniker";"011.032"
"Zahntechniker";"011.032"
"Zauberer <Varieté>";"005.001.508.702.701"
"Zauberkünstler";"005.001.508.702.701"
"Zeitungsredakteur";"024.003.001.001"
"Zeitungsverleger";"006.002.002"
"Zeitungswissenschaftler";"006.005"
"Zeltmacher";"008.004"
"Zinngraveur";"007.003.001"
"Zionist";"020.052"
"Ziseleur";"007.006"
"Zollbeamter";"010.008.036"
"Zuhälter";"028.014"
"Zwirner";"033.005.057"
"Vestalin";"020.068.002"
"Gefängnispersonal";"025.014"
"Gefängniswärter";"025.014"
"Strafvollzugsbediensteter";"025.014"
"Vollzugsbediensteter";"025.014"
"Vorschule / Lehrer";"016.006.048"
"Vorschule / Lehrer";"016.037.001"
"Vorschullehrer";"016.006.048"
"Vorschullehrer";"016.037.001"
"Glaser";"033.005.058"
"Wirtschaftstreuhänder";"018.045"
"Archäologen";"014.542.726"
"Grabungstechniker";"014.542.726"
"Höfling";"026.017"
"Höfling";"030.001.001"
"Kulturanthropologe";"014.038.004"
"Kulturanthropologe";"014.039.003"
"Schuldirektorin";"016.007.025"
"Schulleiterin";"016.007.025"
"Elektromaschinenbauer";"022.019.009.004"
"Elektromaschinenbauer";"033.005.060"
"Geistlicher Führer";"020.062"
"Religiöser Führer";"020.062"
"Reichsgraf";"030.001.005.003.002"
"Reichsgraf";"030.012.001.003"
"Reichsgraf";"010.010.104.001.003.002"
"Wesir";"029.022"
"Psychoanalytikerin";"014.005.027.001"
"Gießereimechaniker";"033.005.031.055"
"Bauunternehmer";"031.007.011"
"Gefangene Frau";"025.015"
"Weiblicher Häftling";"025.015"
"Weibliche Gefangene";"025.015"
"Zirkus / Personal";"002.017.001"
"Zirkuspersonal";"002.017.001"
"Wolltuchmacher";"033.005.061"
"Tuchmacher";"033.005.061"
"Militärischer Berater";"018.023.020"
"Militärberater";"018.023.020"
"Dienstadel";"030.001.002"
"Diktator";"010.010.106"
"Gesundheitsschwester";"011.019.003"
"Konzertmeister";"004.002.012.556"
"Katechet";"016.006.003.551"
"Weberin";"033.201.101"
"Karikaturist";"005.001.018.007.002"
"Gewerkschafterin";"031.044"
"Weibliches Gewerkschaftsmitglied";"031.044"
"Kaiser von Japan";"010.010.103.001"
"Tenno";"010.010.103.001"
"Nobelpreisträgerin";"031.086.001"
"Gaukler";"002.017.002"
"Baumeister";"012.009"
"Couturier";"005.005.006"
"Modedesigner";"005.005.006"
"Modeschöpfer";"005.005.006"
"Vermittlungsmakler";"018.020.001"
"Zivilmakler";"018.020.001.010"
"Durchgangsarzt";"011.015.007.017"
"Drahtwarenmacher";"007.005"
"Jugendliteratur / Schriftsteller";"003.002.009.011"
"Jugendschriftsteller";"003.002.009.011"
"Jugendbuchautor";"003.002.009.011"
"Adlige Frau";"030.013"
"Weibliche Adlige";"030.013"
"Weiblicher Adel";"030.013"
"Skop";"004.002.022.016"
"Gemeindereferentin";"020.060.001"
"Feldherr";"001.004.004.020"
"Konstruktionsmechaniker";"033.005.031.056"
"Lesemeister";"016.006.046.562"
"Gelehrte Frau";"014.701"
"Weibliche Gelehrte";"014.701"
"Hafenarzt";"011.015.010"
"Taxifahrerin";"036.012.016"
"Junglandwirt";"013.001.042.002"
"Schicksalsgöttinnen";"020.063"
"Schicksalsgöttin";"020.063"
"Jali";"004.002.022.023"
"Jeli";"004.002.022.023"
"Griot";"004.002.022.023"
"Ordensstifter";"020.064"
"Ordensgründer";"020.064"
"Ebenholztischler";"033.005.028.038.010.006"
"Ebenist";"033.005.028.038.010.006"
"Heizer";"038.006.001"
"Außenhandelskaufmann";"019.130.031"
"Außenhandelskaufmann";"018.027.018"
"Großhandelskaufmann";"019.130.031"
"Großhandelskaufmann";"018.027.018"
"Kaufmann im Groß- und Außenhandel";"019.130.031"
"Kaufmann im Groß- und Außenhandel";"018.027.018"
"Groß- und Außenhandelskaufmann";"019.130.031"
"Groß- und Außenhandelskaufmann";"018.027.018"
"Filmregisseurin";"024.019.008"
"Brauer";"033.005.062"
"Mälzer";"033.005.062"
"Brauer und Mälzer";"033.005.062"
"Industriedesigner";"005.005.005"
"Privatdetektivin";"018.052"
"Detektivin";"018.052"
"Erforscherin";"031.059.001"
"Weibliche Forschungsreisende";"031.059.001"
"Stadtdirektor";"010.008.013.002"
"Musikschule / Lehrer";"004.002.005.010"
"Musikschullehrer";"004.002.005.010"
"Setzerin <Druckgewerbe>";"006.012.021"
"Typografin";"006.012.021"
"Typographin";"006.012.021"
"Schriftsetzerin";"006.012.021"
"Gedichtautorin";"003.011.001.004"
"Lyrik / Schriftstellerin";"003.011.001.004"
"Lyrikautorin";"003.011.001.004"
"Lyrikschriftstellerin";"003.011.001.004"
"Lyrische Schriftstellerin";"003.011.001.004"
"Lyrikerin";"003.011.001.004"
"Industrieelektroniker";"022.019.008.009"
"Industrieelektroniker";"022.019.002.001"
"Druckereitechniker";"006.012.003"
"Drucktechniker";"006.012.003"
"Fernsehtechniker";"024.014"
"Rundfunktechniker";"024.014"
"Radio- und Fernsehtechniker";"024.014"
"Energieanlagenelektroniker";"022.019.008.004"
"Tierpfleger";"002.023"
"Käser";"013.028.005"
"Ozan";"004.002.022.026.001"
"Ashoogh";"004.002.022.026.001"
"Ashugh";"004.002.022.026.001"
"Asiq";"004.002.022.026.001"
"Aowg";"004.002.022.026.001"
"Aug";"004.002.022.026.001"
"Âsik";"004.002.022.026.001"
"Hotelfachmann";"018.333"
"Lexikograph";"014.008.001.045"
"Lexikograf";"014.008.001.045"
"Störschneiderin";"033.201.100.117"
"Laiendarsteller";"002.060.704.705"
"Laienschauspieler";"002.060.704.705"
"Laie / Schriftsteller";"003.002.009.015"
"Laiendichter";"003.002.009.015"
"Laienschriftsteller";"003.002.009.015"
"Wegmacher";"012.004.039"
"Straßenwärter";"012.004.039"
"Mosaik <Handwerker>";"005.001.013"
"Mosaik <Künstler>";"005.001.013"
"Mosaikkünstler";"005.001.013"
"Mosaizist";"005.001.013"
"Mollah";"020.034.005"
"Mulla";"020.034.005"
"Mullah";"020.034.005"
"Molla";"020.034.005"
"Straßenmusiker";"004.003.001"
"Straßenmusikant";"004.003.001"
"Geschäftsmann";"019.117"
"Inquisitor";"020.065"
"Japanologe";"014.008.001.044"
"Einzelrichter";"025.002.003.016"
"Fährmann";"036.009.013.006"
"Militärischer Führer";"001.022"
"Textiltechnischer Prüfassistent";"008.005"
"Bekleidungstechnischer Assistent";"038.031.005"
"Kommunikationselektroniker";"022.019.002.005"
"Kommunikationselektroniker";"022.019.008.001"
"Bestseller / Schriftstellerin";"003.011.001.006"
"Erfolgsschriftstellerin";"003.011.001.006"
"Bestsellerautorin";"003.011.001.006"
"Fernmeldeanlagenelektroniker";"022.019.008.005"
"Keramikmaler";"005.001.006.016"
"Kerammaler";"005.001.006.016"
"Glas- und Kerammaler";"005.001.006.016"
"Glasmaler";"005.001.006.018"
"Glas- und Porzellanmaler";"005.001.006.001"
"Rolladen- und Jalousiebauer";"022.017"
"Rolladen- und Jalousienmacher";"022.017"
"Windladenbauer";"022.017"
"Rollladen- und Jalousiebauer";"022.017"
"Bike messenger";"018.053"
"City biker";"018.053"
"Velokurier";"018.053"
"Fahrradkurier";"018.053"
"Politikberater";"018.023.012"
"Regierungsberater";"018.023.012"
"Politischer Berater";"018.023.012"
"Diplommathematikerin";"014.013"
"Mathematikerin";"014.013"
"Pazifistin";"031.045"
"Anthropologin";"014.040.025"
"Anthropologin";"014.005.024.006"
"Amtsanwalt";"025.004.002"
"Amtsanwalt";"010.008.019.002"
"Militärinternierter";"001.020"
"Zivilinternierter";"001.020"
"Internierter";"001.020"
"Payador";"004.002.022.003"
"Fliesenleger";"012.004.018"
"Mosaikleger";"012.004.018"
"Plattenleger";"012.004.018"
"Fliesen-, Platten- und Mosaikleger";"012.004.018"
"Auslagenarrangeur";"033.005.068.110"
"Schaufensterdekorateur";"033.005.068.110"
"Schaufenstergestalter";"033.005.068.110"
"Schauwerbegestalter";"033.005.068.110"
"Verantwortlicher Redakteur";"024.003.001.003"
"Stationsarzt";"011.015.024"
"Beneficiarier";"001.004.015"
"Beneficiarius";"001.004.015"
"Hilfsarbeiterin";"022.005.010"
"Widerstandskämpfer";"028.015"
"Autorin";"003.011"
"Eishockeyspieler";"023.003.009.001.010"
"Altertumswissenschaftler";"014.542.734"
"Jagdhornbläser";"004.002.003.016.003"
"Hochgott";"020.008.002"
"Hochgott";"034.005.003.002"
"Höchster Gott";"020.008.002"
"Höchster Gott";"034.005.003.002"
"Höchstes Wesen";"020.008.002"
"Höchstes Wesen";"034.005.003.002"
"Bergmechaniker";"033.005.031.057"
"Bergmechaniker";"032.100.006"
"Bildgießer";"007.533.706"
"Herpetologe";"014.001.020.004.001"
"Fotographin";"005.008"
"Photographin";"005.008"
"Fotografin";"005.008"
"Insektenforscher";"014.001.020.004.002"
"Entomologe";"014.001.020.004.002"
"Navab";"010.038"
"Nawwab";"010.038"
"Nawab";"010.038"
"Popmusikerin";"004.004.037"
"Bodyguard";"026.018"
"Leibwache <Leibwächter>";"026.018"
"Leibwächter";"026.018"
"Spiritueller Heiler";"011.037.001"
"Geistheiler";"011.037.001"
"Doge";"010.039"
"Tennisspielerin";"023.005.027"
"Kellerküfer";"033.005.063"
"Weinküfer";"033.005.063"
"Jazzmusikerin";"004.004.020"
"Chorist";"004.002.022.002"
"Chorsänger";"004.002.022.002"
"Konsularbeamter";"010.008.011"
"Marktverkäuferin";"019.109.002"
"Marktfrau";"019.109.002"
"Verlagsleiterin";"006.007"
"Verlegerin";"006.007"
"Faustkämpfer";"023.003.020.001"
"Boxer";"023.003.020.001"
"Küher";"013.001.045.001.003"
"Kuhhirt";"013.001.045.001.003"
"Rinderhirt";"013.001.045.001.003"
"Leibarzt";"011.015.016"
"Prior";"020.066"
"Ethologe";"014.607"
"Verhaltensforscher";"014.607"
"Basketball / Trainer";"023.004.006"
"Basketballtrainer";"023.004.006"
"Zahnarzthelfer";"011.034.003"
"Tierarzthelfer";"011.034.001"
"Ökonomin <Wirtschaft>";"014.005.039"
"Ökonomin <Wirtschaft>";"014.048"
"Wirtschaftswissenschaftlerin";"014.005.039"
"Wirtschaftswissenschaftlerin";"014.048"
"Bluessängerin";"004.004.006.005"
"Bluessänger";"004.002.022.018"
"Eingeweideschauer / Römisches Reich";"028.007.001"
"Haruspex";"028.007.001"
"Arzthelfer";"011.034"
"Putzmacher";"033.005.066.103"
"Modist";"033.005.066.103"
"Regimentsmusiker";"004.002.031.001"
"Mess- und Regelmechaniker";"033.005.031.058"
"Büroinformationselektroniker";"022.019.009.005"
"Büroinformationselektroniker";"022.019.008.006"
"Aszet";"031.046"
"Asket";"031.046"
"Zerspanungsmechaniker";"033.005.031.059"
"Klein- und Mittelbetrieb / Unternehmerin";"031.037.001"
"Mittelständische Unternehmerin";"031.037.001"
"Harfe / Instrumentalmusiker";"004.002.003.035"
"Harfenspieler";"004.002.003.035"
"Harfenist";"004.002.003.035"
"Kammervirtuose";"004.002.018"
"Virtuose";"004.002.018"
"Fachverkäufer";"019.108.003"
"Hotel- und Gaststättengehilfe";"018.054"
"Kommandeur";"001.004.004.021"
"Assistenzärztin";"011.025.001"
"Polizistin";"010.070.005"
"Polizistin";"029.008.005"
"Polizistin";"025.031"
"Polizeibeamtin";"010.070.005"
"Polizeibeamtin";"029.008.005"
"Polizeibeamtin";"025.031"
"Sinologe";"014.008.800"
"Marktforscher";"018.055"
"Cutter";"024.008.009"
"Editor <Film>";"024.008.009"
"Filmcutter";"024.008.009"
"Schnittmeister";"024.008.009"
"Filmeditor";"024.008.009"
"Freibeuterin";"028.016"
"Korsarin <Seeräuberin>";"028.016"
"Piratin";"028.016"
"Seeräuberin";"028.016"
"Frauenrechtlerin";"031.047"
"Feministin";"031.047"
"Rundfunkredakteur";"024.003.001.004"
"Nomenklator";"026.019"
"Nomenclator";"026.019"
"Weibliche Vollzugsbedienstete";"025.016"
"Kaufmann für Bürokommunikation";"019.130.010.002"
"Kaufmann für Bürokommunikation";"018.027.014.007"
"Landmaschinenmechaniker";"033.005.031.060"
"Ofenbauer";"033.005.064"
"Ofensetzer";"033.005.064"
"Maurer";"012.004.027"
"Fremdenverkehrskaufmann";"019.130.029"
"Fremdenverkehrskaufmann";"018.027.019"
"Reisebürokaufmann";"019.130.029"
"Reisebürokaufmann";"018.027.019"
"Reisekaufmann";"019.130.029"
"Reisekaufmann";"018.027.019"
"Touristikkaufmann";"019.130.029"
"Touristikkaufmann";"018.027.019"
"Reiseverkehrskaufmann";"019.130.029"
"Reiseverkehrskaufmann";"018.027.019"
"Austauschschüler";"016.010.009.503"
"Choreograph";"002.018.007"
"Choreograf";"002.018.007"
"Erzherzog";"010.010.104.001.006"
"Paläontologe";"014.005.023.001.006"
"Paläontologe";"014.001.023.007"
"Bibliotheksassistent";"016.016.006"
"Assistent an Bibliotheken";"016.016.003"
"Biograph";"003.002.007"
"Biograf";"003.002.007"
"Leitender Notarzt";"011.015.019.001"
"Kunstturnerin";"023.005.026"
"Geräteturnerin";"023.005.026"
"Erbadel";"030.001.003"
"Geblütsadel";"030.001.003"
"Geschlechtsadel";"030.001.003"
"Geburtsadel";"030.001.003"
"Anästhesieschwester";"011.019.001"
"Technikerin";"038.028"
"Landarbeiterin";"022.005.009"
"Kriegskorrespondent";"024.003.006.002"
"Kriegsberichterstatter";"024.003.006.002"
"Kriegskorrespondentin";"024.004.002.001"
"Kriegsberichterstatterin";"024.004.002.001"
"Verbindungsoffizier";"001.004.004.022"
"Gitarrenbauer";"033.001.004.012.004"
"Gitarrenbauer";"027.004.012.002"
"Zahnärztin";"011.025.003.013"
"Bryologe";"014.001.020.001.002"
"Märchen / Gestalt";"034.002.002"
"Märchenfigur";"034.002.002"
"Märchengestalt";"034.002.002"
"Regisseurin";"002.006.007"
"Putzfrau";"018.056"
"Putzhilfe";"018.056"
"Raumreinigerin";"018.056"
"Reinemachefrau";"018.056"
"Raumpflegerin";"018.056"
"Countrymusiker";"004.002.014"
"Country-Musiker";"004.002.014"
"Bürokauffrau";"019.119.008"
"Bürokauffrau";"018.057"
"Weibliche Auszubildende";"022.018"
"Tonträgerhersteller";"031.007.010.001"
"Tonträgerproduzent";"031.007.010.001"
"Unterhaltungsmusiker";"004.002.002"
"Landärztin";"011.025.007"
"Rennfahrer";"023.003.013"
"Cutterin";"024.019.009"
"Editorin <Film>";"024.019.009"
"Filmcutterin";"024.019.009"
"Schnittmeisterin";"024.019.009"
"Filmeditorin";"024.019.009"
"Krankengymnastin";"011.049.007.002"
"Fachgehilfin im Gastgewerbe";"022.007.001.006"
"Feinmechanikerin";"022.023.011"
"Maschinenbaumechanikerin";"022.023.010"
"Landmaschinenmechanikerin";"022.023.009"
"Metallbauer";"007.566"
"Metallbauerin";"007.567"
"Werkzeugmechanikerin";"022.023.008"
"Werkzeugmacherin";"007.007"
"Köchin";"026.020"
"Zerspanungsmechanikerin, Fachrichtung Drehtechnik";"022.023.007.001"
"Zerspanungsmechanikerin";"022.023.007"
"Automechaniker";"019.118"
"Kraftfahrzeugschlosser";"019.118"
"Automobilmechaniker";"019.118"
"Automechanikerin";"022.023.006"
"Kraftfahrzeugschlosserin";"022.023.006"
"Automobilmechanikerin";"022.023.006"
"Masseverwalter";"018.075"
"Gastronomin";"018.076"
"Wirtin / Gaststätte";"018.076"
"Gastwirtin";"018.076"
"Bekleidungsfertiger";"008.505"
"Streckenschiedsrichter";"025.013.002"
"Streckenschiedsrichter";"023.003.012.001"
"Berufskraftfahrerin";"036.012"
"Omnibusfahrerin";"036.012.017"
"Schirmmacher";"033.005.166"
"Ama-Taucher";"013.002.001.001"
"Ama";"013.002.001.001"
"Profi <Berufssportlerin>";"023.005.008"
"Profisportlerin";"023.005.008"
"Berufssportlerin";"023.005.008"
"Amateur <Amateursportlerin>";"023.005.009"
"Amateursportlerin";"023.005.009"
"Übersetzerin";"003.018.004"
"Sprachmittlerin";"003.018.006"
"Dolmetscherin";"003.018.006"
"Reporterin";"024.004.001"
"Sozialsekretär";"016.039.003"
"Landwirtschaftlich-technischer Assistent";"038.031.009"
"Secretaris-Generaal";"010.008.021.002"
"Gegenpapst";"020.087.002"
"Gegenpapst";"022.087.002"
"Viehzüchter";"013.001.050"
"Züchter <Tierzüchter>";"013.001.050"
"Tierzüchter";"013.001.050"
"Beizjäger";"013.003.003.001"
"Falkenier";"013.003.003.001"
"Falkonier";"013.003.003.001"
"Falkner";"013.003.003.001"
"Physiklaborant";"022.006.019.003.008"
"Edelsteinfasser";"005.001.003.002.001"
"Edelsteinfasser";"033.005.049.091.022"
"Pelzwerker";"033.005.072"
"Rauchwarenzurichter";"033.005.171.002"
"Pelzveredler";"033.005.171.002"
"Buntfutterer";"033.005.073"
"Kürschner";"033.005.073"
"Tierwirt";"013.001.045"
"Textilstopfer";"038.036"
"Sanitäterin";"011.047"
"Weibliche kaufmännische Angestellte";"022.007.004"
"Tonmeister";"038.001.022"
"Toningenieur";"038.001.022"
"Gnawa";"011.037.002"
"Amerikanist";"014.008.001.004"
"Kaufmann in der Grundstücks- und Wohnungswirtschaft";"019.130.010.007"
"Kaufmann in der Grundstücks- und Wohnungswirtschaft";"018.027.014.003"
"Bogenmacher";"027.004.007"
"Bogenmacher";"033.001.004.007"
