name;code
"Kaufmannsgehilfe";"019.113"
"Facharzt für Kinder- und Jugendpsychiatrie";"011.020.001"
"Jugendpsychiater";"011.020.001"
"Kinderpsychiater";"011.020.001"
"Kinder- und Jugendpsychiater";"011.020.001"
"Kinderkrankenpflege / Krankenschwester";"011.019.004"
"Kinderkrankenschwester";"011.019.004"
"Kinderpflegerin";"026.011"
"Kinderstar";"031.026"
"Domkapellmeister";"004.002.030"
"Kirchenmusikdirektor";"004.002.030"
"Kirchenmusiker";"004.002.030"
"Kläger";"025.008"
"Klärmeister";"017.004"
"Cembalobauer";"033.001.004.003"
"Cembalobauer";"027.004.003"
"Klavierbauer";"033.001.004.003"
"Klavierbauer";"027.004.003"
"Klavierfabrikant";"033.001.004.003"
"Klavierfabrikant";"027.004.003"
"Klavierhersteller";"033.001.004.003"
"Klavierhersteller";"027.004.003"
"Klaviermacher";"033.001.004.003"
"Klaviermacher";"027.004.003"
"Klavierstimmer";"033.001.004.003"
"Klavierstimmer";"027.004.003"
"Klavier- und Cembalobauer";"033.001.004.003"
"Klavier- und Cembalobauer";"027.004.003"
"Klavier- und Harmoniumbauer";"033.001.004.004"
"Klavier- und Harmoniumbauer";"027.004.004"
"Klebeabdichter";"012.004.025"
"Kleingärtner";"013.001.041.002"
"Klinischer Psychologe";"014.004.001"
"Knecht";"022.006.018.001"
"Knecht";"030.007"
"Bischofskoadjutor";"020.012.009.004"
"Koadjutor";"020.012.009.004"
"Königin";"010.073.003"
"Kollegiat";"016.010.005"
"Kolonialverwaltung / Beamter";"010.008.045"
"Kolonialbeamter";"010.008.045"
"Komarches";"010.008.025"
"Comedian";"002.016"
"Komiker";"002.016"
"Gemeindebeamter";"010.008.031"
"Gemeindeverwaltung / Beamter";"010.008.031"
"Kommunalbeamter";"010.008.031"
"Konfliktberater";"018.023.008"
"Conquistador";"010.022"
"Konquistador";"010.022"
"Konstrukteur";"038.003"
"Konsul";"010.009.008"
"Konsul";"010.011.010"
"Notenschreiber";"003.003.005"
"Kopist";"003.003.005"
"Korbflechter";"033.005.048"
"Korbmacher";"033.005.048"
"Kfz-Mechaniker";"033.005.031.051"
"Kraftfahrzeugmechaniker";"033.005.031.051"
"Kranführer";"012.004.002.001"
"Gesundheits- und Krankenpfleger";"011.028"
"Pflegefachmann";"011.028"
"Krankenpfleger";"011.028"
"Verbrecher <Krimineller>";"028.011"
"Krimineller";"028.011"
"Kriminologe";"025.009"
"Kunsthandwerker";"005.001.003"
"Kunsthandwerker";"033.005.049"
"Kunst / Kritiker";"024.003.800"
"Kunst / Kritiker";"024.003.802"
"Kunstkritiker";"024.003.800"
"Kunstkritiker";"024.003.802"
"Kunstsammler";"031.030.001"
"Kunstschmied";"033.005.024.025"
"Kunststoffschlosser";"033.005.029.045"
"Kupferschmied";"033.005.024.026"
"Kupferstecher";"005.001.018.005"
"Kurfürst";"010.010.104.001.002"
"Kurfürst";"030.001.005.002"
"Kurienkardinäle";"022.044.002"
"Kurienkardinäle";"020.044.001"
"Kurienkardinal";"022.044.002"
"Kurienkardinal";"020.044.001"
"Kur / Patient";"030.002.003"
"Kurpatient";"030.002.003"
"Kursmakler";"018.020.002.005"
"Laborant";"022.006.019.003"
"Lacklaborant";"022.006.019.003.004"
"Frater";"020.046"
"Konverse <Laienbruder>";"020.046"
"Laienbrüder";"020.046"
"Ordensbruder";"020.046"
"Laienbruder";"020.046"
"Laienpsychotherapeut";"011.033.003.002"
"Laie / Theologe";"020.017.002"
"Laientheologe";"020.017.002"
"Landadel";"030.001.009"
"Landarzt";"011.015.015"
"Landesminister";"010.011.007.002"
"Bezirksamtmann";"010.011.006.005"
"Landrat";"010.011.006.005"
"Landsässiger Adel";"030.001.010"
"Landschaftsarchitekt";"012.003.003"
"Landschaftsgärtner";"013.001.041.003"
"Landwirtschaftsberater";"013.001.005"
"Landwirtschaftlicher Berater";"013.001.005"
"Landwirtschaftsschule / Schüler";"016.010.001"
"Landwirtschaftsschüler";"016.010.001"
"Lautenmacher";"027.003"
"Lautenmacher";"033.001.003"
"Lautenmacher";"033.044"
"Lautenbauer";"027.003"
"Lautenbauer";"033.001.003"
"Lautenbauer";"033.044"
"Lebkuchenbäcker";"033.005.027.037"
"Lebkuchenbäcker";"033.005.021.018"
"Lebküchner";"033.005.027.037"
"Lebküchner";"033.005.021.018"
"Lebzelter";"033.005.027.037"
"Lebzelter";"033.005.021.018"
"Pfefferküchler";"033.005.027.037"
"Pfefferküchler";"033.005.021.018"
"Lebküchler";"033.005.027.037"
"Lebküchler";"033.005.021.018"
"Legat";"010.009.001"
"Legist";"025.002.004"
"Universitätslektor";"016.005.006"
"Lektor <Hochschule>";"016.005.006"
"Verlagslektor";"003.006"
"Lektor <Verlag>";"003.006"
"Textdichter";"003.002.009.009"
"Librettist";"003.002.009.009"
"Linkssozialist";"031.006.001"
"Literaturhistoriker";"014.008.001.027.002"
"Literarhistoriker";"014.008.001.027.002"
"Literatur / Kritiker";"003.007"
"Literaturkritiker";"003.007"
"Literaturkritikerin";"003.008"
"Literaturwissenschaftler";"014.008.001.027"
"Lokaljournalist";"024.003.002"
"Lokalredakteur";"024.003.001.002"
"Lokführer";"036.008"
"Triebfahrzeugführer";"036.008"
"Lokomotivführer";"036.008"
"Chiffonier <Person>";"019.114"
"Lumpensammler";"019.114"
"Lyrik / Schriftsteller";"003.002.009.013"
"Lyrikschriftsteller";"003.002.009.013"
"Lyrischer Schriftsteller";"003.002.009.013"
"Lyriker";"003.002.009.013"
"Mannschaftssportler";"023.003.009"
"Seeoffizier";"001.004.004.010"
"Marineoffizier";"001.004.004.010"
"Marquess";"010.010.104.001.005"
"Marquis";"010.010.104.001.005"
"Markgraf";"010.010.104.001.005"
"Marxist";"031.027"
"Maschinenbauingenieur";"038.001.015"
"Maschinenbauer";"033.005.031.052"
"Maschinenschlosser";"033.005.031.052"
"Maschinenbaumechaniker";"033.005.031.052"
"Mathematisch-technischer Assistent";"038.031.010"
"Matrosen";"036.009.012.004"
"Matrose";"036.009.012.004"
"Medienlehrer";"016.009.005"
"Medienlehrer";"018.039"
"Medienpädagoge";"016.009.005"
"Medienpädagoge";"018.039"
"Medizinischer Bademeister";"011.033.004.005"
"MTA <Medizinisch-technischer Assistent>";"011.029"
"Medizinisch-technischer Assistent";"011.029"
"Medizinstudenten";"016.012.001"
"Medizinstudium / Student";"016.012.001"
"Medizinstudent";"016.012.001"
"Meliorationsingenieur";"038.001.014"
"Kulturbauingenieur";"038.001.014"
"Klingenschmied";"033.005.024.027"
"Messerer";"033.005.024.027"
"Messerschmied";"033.005.024.027"
"Metallindustrie / Arbeiter";"022.006.013"
"Metallarbeiter";"022.006.013"
"Militärmusik / Musiker";"004.002.031"
"Militärmusiker";"004.002.031"
"Feldgeistlicher";"020.034.006"
"Feldgeistlicher";"001.015"
"Feldgeistlicher";"020.039.001"
"Feldprediger";"020.034.006"
"Feldprediger";"001.015"
"Feldprediger";"020.039.001"
"Kriegspfarrer";"020.034.006"
"Kriegspfarrer";"001.015"
"Kriegspfarrer";"020.039.001"
"Militärpfarrer";"020.034.006"
"Militärpfarrer";"001.015"
"Militärpfarrer";"020.039.001"
"Militärseelsorger";"020.034.006"
"Militärseelsorger";"001.015"
"Militärseelsorger";"020.039.001"
"Militärgeistlicher";"020.034.006"
"Militärgeistlicher";"001.015"
"Militärgeistlicher";"020.039.001"
"Militärschriftsteller";"003.002.005"
"Mineral / Sammler";"031.030.002"
"Mineraliensammler";"031.030.002"
"Ministerin";"010.025.004"
"Missionarin";"020.047"
"Klein- und Mittelbetrieb / Unternehmer";"031.007.008"
"Mittelstand / Unternehmer";"031.007.008"
"Mittelständischer Unternehmer";"031.007.008"
"Personengesellschaft / Mitunternehmer";"031.007.009"
"Mitunternehmer";"031.007.009"
"Modellbauer";"033.005.160"
"Moderatoren";"024.010"
"Moderator";"024.010"
"Putzmacherin";"008.001"
"Modistin";"008.001"
"Möbelschreiner";"033.005.028.038"
"Möbeltischler";"033.005.028.038"
"Mörder";"028.012"
"Münzmeister";"007.004"
"Archäologe";"014.542.726"
"Vor- und Frühgeschichtsforscher";"014.542.742"
"Prähistoriker";"014.542.742"
"Werbung / Berater";"018.047.001"
"Werbeberater";"018.047.001"
"Finanzberater";"018.023.017.004"
"Kultminister";"010.011.007.009"
"Kultusminister";"010.011.007.009"
"Basketballspieler";"023.003.009.001.007"
"Zeitoffizier";"001.004.004.015"
"Offizier auf Zeit";"001.004.004.015"
"Berufsoffizier";"001.004.004.016"
"Diplomingenieurin";"038.002"
"Doktoringenieurin";"038.002"
"Wirtschaftsingenieurin";"038.002"
"Ingenieurin";"038.002"
"Instrumentalist";"004.002.003"
"Instrumentalmusiker";"004.002.003"
"Tierarzthelferin";"011.016.001"
"Hauswirtschaftsmeisterin";"026.013"
"Therapeuten";"011.033"
"Therapeut";"011.033"
"Seelsorgshelfer";"020.053"
"Seelsorgehelfer";"020.053"
"Gemeindereferent";"020.053.001"
"Saaltochter";"018.046"
"Serviceangestellte";"018.046"
"Servicefachangestellte";"018.046"
"Serviertochter";"018.046"
"Kellnerin";"018.046"
"Chansonier";"004.002.022.013"
"Chansonsänger";"004.002.022.013"
"Chansonnier";"004.002.022.013"
"Lastwagenfahrer";"036.005.008"
"LKW-Fahrer";"036.005.008"
"Lastkraftwagenfahrer";"036.005.008"
"Fluchthelfer";"031.038"
"Sonderschule / Lehrerin";"016.007.013"
"Sonderschullehrerin";"016.007.013"
"Jünger";"020.054"
"Radiologe";"011.015.007.024"
"Controller";"022.012"
"Erziehungsberater";"018.023.009"
"Kinder- und Jugendmediziner";"011.015.007.018"
"Pädiater";"011.015.007.018"
"Kinderarzt";"011.015.007.018"
"Erziehungsberaterin";"018.132.003"
"Sportreporter";"024.003.003"
"Sportjournalist";"024.003.003"
"Dockenmacher";"022.015.001"
"Puppenmacher";"022.015.001"
"Gutsherr";"030.010"
"Werkzeugmechaniker";"033.005.031.053"
"Industriemechaniker";"033.005.031.054"
"Langstreckenläuferin";"023.005.011.001.001"
"Glaskünstler";"005.001.008"
"Marketing / Berater";"018.047"
"Marketingberater";"018.047"
"Prophetin";"020.055"
"Housekeeper";"026.014"
"Hausdame";"026.014"
"Hotelzimmermädchen";"026.015"
"Zimmermädchen";"026.015"
"Telephonistin";"022.007.003.001"
"Telefonistin";"022.007.003.001"
"Bahai";"020.056"
"Bahai";"022.056"
"Steiger";"032.100.005"
"Bordarzt";"011.015.022"
"Schiffsarzt";"011.015.022"
"Personalberater";"018.023.017.002"
"Emailmaler";"005.001.006.006"
"Elektriker";"022.019.006"
"Betriebselektriker";"022.019.006.001"
"Betriebswirt <VWA>";"014.611.747.713"
"Diplombetriebswirt";"014.611.747.713"
"Philologe";"014.008.001"
"Altphilologe";"014.008.001.038"
"Klassischer Philologe";"014.008.001.038"
"Rektor";"016.024"
"Gesprächstherapeut";"011.033.003.003"
"Prälat";"020.057"
"Under-Cover-Agent";"025.006.001"
"Under-Cover-Agent";"010.008.026.002"
"Verdeckter Ermittler";"025.006.001"
"Verdeckter Ermittler";"010.008.026.002"
"Industrieforscher";"022.013"
"Zeichner";"005.001.018.007"
"Gymnasiallehrerin";"016.007.020"
"Dorfschullehrer";"016.006.057"
"Dorfschulmeister";"016.006.057"
"Landlehrer";"016.006.057"
"Landschule / Lehrer";"016.006.057"
"Landschule / Volksschullehrer";"016.006.057"
"Landschullehrer";"016.006.057"
"Managerin";"022.014"
"Weibliche Führungskraft";"022.014"
"Infant";"010.034"
"Prinz";"010.034"
"Viehhändler";"019.116.002"
"Spielzeugmacher";"022.015"
"Spielzeughersteller";"022.015"
"Pionier <Militär>";"001.004.012"
"Eisenbahnpionier";"001.004.012.001"
"Sennerin";"013.001.008"
"Bestseller / Schriftsteller";"003.002.009.018"
"Erfolgsschriftsteller";"003.002.009.018"
"Bestsellerautor";"003.002.009.018"
"Fürsorgerin";"016.025"
"Wohlfahrtspflegerin";"016.025"
"Sozialarbeiterin";"016.025"
"Sozialpädagogin";"016.025.002"
"Sozialpädagogin";"016.015.001"
"Sozialwissenschaftlerin";"014.041"
"Sozialwissenschaftlerin";"014.005.030"
"Sagenforscher";"014.008.001.039"
"Kesselflicker";"033.005.024.029.009"
"Ethnographin";"014.041.008"
"Ethnographin";"014.005.030.002"
"Völkerkundlerin";"014.041.008"
"Völkerkundlerin";"014.005.030.002"
"Ethnologin";"014.041.008"
"Ethnologin";"014.005.030.002"
"Diplom-Sozialpädagoge";"016.011.001.512"
"Diplom-Sozialpädagoge";"016.009.012.511"
"Schiffer";"036.009"
"Forscherin <Naturwissenschaften>";"014.040"
"Forscherin <Naturwissenschaften>";"014.005.024"
"Naturforscherin";"014.040"
"Naturforscherin";"014.005.024"
"Naturwissenschaftlerin";"014.040"
"Naturwissenschaftlerin";"014.005.024"
"Freimaurerin";"031.039"
"Cardiologe";"011.015.007.031"
"Kardiologe";"011.015.007.031"
"Tennis / Trainer";"023.004.005"
"Tennistrainer";"023.004.005"
"Russischunterricht / Lehrer";"016.006.056"
"Russischlehrer";"016.006.056"
"Opernregisseur";"002.018.003.578"
"Agronom";"013.001.009"
"Agrarwissenschaftler";"013.001.009"
"Kassiererin";"029.020"
"Araber / Kalif";"010.010.107"
"Khalif";"010.010.107"
"Kalif";"010.010.107"
"Bankfachwirt";"018.048"
"Bankfachwirt";"022.010.013"
"Feldmesser";"038.001.023"
"Geometer";"038.001.023"
"Ingenieur für Vermessungstechnik";"038.001.023"
"Landvermesser";"038.001.023"
"Vermessungsingenieur";"038.001.023"
"Tischtennisspieler";"023.003.009.001.009"
"Judenchristen";"020.007.001"
"Messianische Juden";"020.007.001"
"Messianischer Jude";"020.007.001"
"Judenchrist";"020.007.001"
"Kommunistin";"031.040"
"Bibliotheksleiter";"016.016.008"
"Sklavin";"030.011"
"Exil / Schriftstellerin";"003.011.001.010"
"Exilschriftstellerin";"003.011.001.010"
"Fachanwalt";"025.002.002.004"
"Okzitanischunterricht / Lehrer";"016.006.055"
"Okzitanischlehrer";"016.006.055"
"Großadmiral";"001.004.004.017"
"Generalfeldmarschall";"001.004.004.018"
"Generaloberst";"001.004.004.019"
"Mystikerin";"020.058"
"Stückgießer";"007.533.708"
"Geschützgießer";"007.533.708"
"Stuntman";"024.008.006.002"
"Abenteurerin";"031.041"
"Hochseilartist";"002.008.003"
"Seiltänzer";"002.008.003"
"Biochemiker";"014.001.022.001"
"Biochemiker";"014.005.023.002.001"
"Gegengott";"034.005.003.001"
"Gegengott";"020.008.001"
"Reichsadel";"030.012"
"Weidlingsbauer";"033.001.007.013"
"Weidlingsbauer";"027.007.001"
"Bootsbauer";"027.007"
"Bootsbauer";"033.001.007"
"Skiführer <Person>";"018.049"
"Vermessungstechniker";"038.027.006"
"Froschmann";"001.019"
"Kampfschwimmer";"001.019"
"Hauswirtschafter";"026.016"
"Tänzerin";"002.054.001"
"Kanonisten";"020.059"
"Kanonist";"020.059"
"Müller";"033.005.059"
"Vicarius <Sklave>";"030.005.001"
"Untersklave";"030.005.001"
"Fachkraft im Geld-, Wert- und Sicherheitstransport";"018.050"
"Probst";"020.012.004"
"Praepositus";"020.012.004"
"Präpositus";"020.012.004"
"Propst";"020.012.004"
"Phlebologe";"011.015.007.029"
"Schneiderin";"033.201.100"
"Damenschneiderin";"033.201.100.116"
"Sultan";"010.036"
"Oberamtmann";"010.017.001"
"Oberamtmann";"029.021"
"Lateinschule / Schüler";"016.010.010"
"Lateinschüler";"016.010.010"
"Nationalspieler";"023.003.009.001.001"
"Fernwärmemeister";"017.005"
"Kraftwerksmeister";"017.006"
"Geprüfter Kraftwerker";"022.006.019.002"
"Kraftwerker";"022.006.019.002"
"Physiologe";"011.015.020"
"Rabbinerin";"020.102.003"
"Wandercharismatiker";"020.040.001"
"Wandercharismatiker";"022.040.001"
"Hofgeistlicher";"020.034.010.001"
"Hofprediger";"020.034.010.001"
"Sozialdemokratin";"031.042"
"Ausländische Lehrerin";"016.007.024"
"Wirtschaftsjournalist";"024.003.004"
"Pferdehändler";"019.116.002.001"
"Neuphilologe";"014.008.001.001"
"Alchimist";"014.001.001"
"Alchymist";"014.001.001"
"Alchemist";"014.001.001"
"Goldmacher";"014.001.001.535"
"Bibliotheksdirektor";"016.016.007"
"Bibliotheksdirektor";"031.008.009.002.001"
"Stricker";"008.594"
"Doppelagent";"028.013.001"
"Verkaufsingenieur";"038.001.024"
"Vertriebsingenieur";"038.001.024"
"Italienischunterricht / Lehrer";"016.006.054"
"Italienischlehrer";"016.006.054"
"Kirchenlied / Liederdichter";"003.002.009.016.001"
"Kirchenlieddichter";"003.002.009.016.001"
"Flugzeugpilotin";"036.010"
"Luftfahrzeugführerin";"036.010"
"Pilotin / Luftfahrt";"036.010"
"Flugzeugführerin";"036.010"
"Werkschutzmann";"022.016"
"Werkschutzfachkraft";"022.016"
"Autolackierer";"033.005.022.019"
"Autolackierer";"012.004.026.002"
"Maler und Lackierer, Fachrichtung Fahrzeuglackierer";"033.005.022.019"
"Maler und Lackierer, Fachrichtung Fahrzeuglackierer";"012.004.026.002"
"Fahrzeuglackierer";"033.005.022.019"
"Fahrzeuglackierer";"012.004.026.002"
"Erfinderin";"031.043"
"Abiturientin";"016.021.001.501"
"Chemikerin";"014.040.028"
"Chemikerin";"014.005.024.004"
"Informatikerin";"014.012"
"Marketender";"018.051"
"Marketender";"019.116.001"
"Testpilot";"036.002.003"
"Romanist";"014.008.001.019"
"Probezeitbeamter";"010.008.038"
"Beamter auf Probe";"010.008.038"
"Binnenschiffer";"036.009.013"
"Sparkassenkaufmann";"018.027.002.001"
"Sparkassenkaufmann";"019.130.014.001"
"Musikschule / Schüler";"016.010.011"
"Musikschüler";"016.010.011"
"Händler";"019.116"
"Ausländische Schülerin";"016.021.008"
"Mythologische Figur";"034.002.001"
"Mythologische Gestalt";"034.002.001"
"Mythologische Person";"034.002.001"
"Sage / Gestalt";"034.002.001"
"Sagenwesen";"034.002.001"
"Sagengestalt";"034.002.001"
"Technik / Beruf";"038"
"Technischer Beruf";"038"
"Tiermedizinerin";"011.025.003.017"
"Veterinärärztin";"011.025.003.017"
"Veterinärin";"011.025.003.017"
"Veterinärmedizinerin";"011.025.003.017"
"Tierärztin";"011.025.003.017"
"Biowissenschaftler";"014.005.023.003"
"Biowissenschaftler";"014.001.021"
"Seelsorgehelferin";"020.060"
"Sprachforscher";"014.008.001.033"
"Sprachwissenschaftler";"014.008.001.033"
"Linguist";"014.008.001.033"
"Panzergrenadier";"001.004.013"
"Märtyrerin";"020.061"
"Hausärzte";"011.015.011"
"Hausarzt";"011.015.011"
"Technischer Redakteur";"024.003.001.002"
"Beamter im Ruhestand";"010.008.027"
"Pensionär <Ruhestandsbeamter>";"010.008.027"
"Ruhestandsbeamter";"010.008.027"
"Praktischer Arzt";"011.015.021"
"Blama";"020.034.003"
"Bla-ma";"020.034.003"
"Lama <Tibetischer Buddhismus>";"020.034.003"
"Seekadett";"001.004.004.009.001"
"Seekadett";"001.004.004.009.001.001"
"Seekadett";"001.004.014.001"
"Fahnenjunker";"001.004.014.002"
"Offizier / Anwärter";"001.004.014"
"Offiziersanwärter";"001.004.014"
"Offizieranwärter";"001.004.014"
"Souffleur";"002.018.005"
"Souffleuse";"002.006.010"
"Kunstschriftstellerin";"014.005.014.021"
"Kunstwissenschaftlerin";"014.005.014.021"
"Kunsthistorikerin";"014.005.014.021"
"Corteggiano";"026.017"
"Corteggiano";"030.001.001"
"Cortegiano";"026.017"
"Cortegiano";"030.001.001"
"Cortigiano";"026.017"
"Cortigiano";"030.001.001"
"Hofadel";"026.017"
"Hofadel";"030.001.001"
"Hofmann";"026.017"
"Hofmann";"030.001.001"
"Kraftfahrzeugmechanikerin";"022.023.005"
"Büroinformationselektronikerin";"022.019.001.001"
"Kauffrau für Bürokommunikation";"018.118.001"
"Kauffrau für Bürokommunikation";"019.119.004.001"
"Kauffrau für Bürokommunikation";"018.157"
"Mess- und Regelmechanikerin";"022.023.001"
"Kfz-Elektriker";"022.019.006.002"
"Kraftfahrzeugelektriker";"022.019.006.002"
"Kfz-Elektrikerin";"022.019.010.002"
"Kraftfahrzeugelektrikerin";"022.019.010.002"
"Industriemechanikerin";"022.023.004"
"Holzmechanikerin";"022.023.012"
"Schreinerin";"027.008"
"Schreinerin";"033.001.008"
"Tischlerin";"027.008"
"Tischlerin";"033.001.008"
"Kurzarbeiter";"022.006.005"
"Bataillonskommandeur";"001.004.004.021.001.001"
"Bataillonskommandeur";"001.004.004.021.001"
"Voevoda";"010.041"
"Voevode";"010.041"
"Wojewode";"010.041"
"Wojwode";"010.041"
"Woiwode";"010.041"
"Haussklave";"026.021"
"Haussklave";"030.005.002"
"Haussklavin";"030.011.001"
"Reitlehrer";"016.006.015.583"
"Bauleiter";"012.010"
"Bauführer";"012.010"
"Bankkauffrau";"019.119.005"
"Bankkauffrau";"022.007.002.001"
"Bankkauffrau";"018.058"
"Literaturagent";"018.059"
"Literarischer Agent";"018.059"
"Balbier";"018.060"
"Barbier";"018.060"
"Antifaschist";"031.048"
"Antifaschistin";"031.049"
"Briefmarkensammler";"031.030.003"
"Philatelist";"031.030.003"
"Askari";"001.004.005.002"
"Elektrotechnischer Assistent";"038.031.008"
"Vertrauensarzt";"011.015.025"
"Krankenpflegehelferin";"011.035"
"Krankenpflegehelfer";"011.036"
"Drehbuch / Autor";"003.002.002"
"Drehbuchautor";"003.002.002"
"Plastikerin";"005.002.002"
"Bildhauerin";"005.002.002"
"Bodybuilder";"023.003.021.002"
"Einzelschiffer";"036.009.013.007"
"Privatschiffer";"036.009.013.007"
"Partikulier";"036.009.013.007"
"Imam";"020.067"
"Filmkritiker";"024.015"
"Hüttenwirt";"018.061"
"Schutzhüttenwart";"018.061"
"Schutzhüttenwirt";"018.061"
"Hüttenwart";"018.061"
"Curandero";"011.037"
"Heiler";"011.037"
"Chemielehrer";"016.006.026"
"Feldherrin";"001.005"
"Großwesir";"029.022.001"
"Entdeckungsreisende";"031.050"
"Entdeckerin";"031.050"
"Briefsteller <Person>";"003.003.004"
"Öffentlicher Schreiber";"003.003.004"
"Schreiberberuf";"003.003.004"
"Berufsschreiber";"003.003.004"
"Ermittlungsrichter";"025.002.003.017"
"Miniaturmaler";"005.001.006.009"
"Miniaturist";"005.001.006.009"
"Schattenriss / Künstler";"005.001.009"
"Silhouettenkünstler";"005.001.009"
"Silhouettist";"005.001.009"
"Schattenrisskünstler";"005.001.009"
"Gedächtniskünstler";"002.026"
"Kinderliteratur / Schriftstellerin";"003.011.001.011"
"Kinderbuchautorin";"003.011.001.011"
"Direktor";"031.008.009.002"
'"Tao-t''ai"';"010.008.040.001"
"Daotai";"010.008.040.001"
"Dienerin";"018.129.001"
"Popstar <Popsänger>";"004.002.022.022"
"Popsänger";"004.002.022.022"
"Drechsler <Elfenbeinschnitzer>";"033.005.065.102"
"Elfenbeinschnitzer";"033.005.065.102"
"Drechsler";"033.005.065"
"Psychotherapeutin";"011.049.001"
"Milchbauer";"013.001.042.003"
"Milcherzeuger";"013.001.042.003"
"College / Lehrer";"016.006.038"
"Collegelehrer";"016.006.038"
"Kunsterziehung / Lehrer";"016.006.020"
"Kunstlehrer";"016.006.020"
"Zeichenlehrer";"016.006.020"
"Kunsterzieher";"016.006.020"
"Drehbuch / Autorin";"003.011.004"
"Drehbuchautorin";"003.011.004"
"China / Beamter / Geschichte 221 v. Chr.-1911";"010.008.040"
"China / Mandarin <Beamter>";"010.008.040"
"Mandarin <Beamter>";"010.008.040"
"Sozialattaché";"010.009.002.001"
"Krebskranke Frau";"030.014"
"Weibliche Krebskranke";"030.014"
"Insignologe";"014.542.735"
"Fahnenkundler";"014.542.741"
"Flaggenkundler";"014.542.741"
"Vexillologe";"014.542.741"
"Sphragistiker";"014.542.743"
"Siegelkundler";"014.542.743"
"Samisen / Instrumentalmusiker";"004.002.003.028"
"Samisenspieler";"004.002.003.028"
"Frauenpriestertum";"020.068"
"Priestertum / Frau";"020.068"
"Priesterin";"020.068"
"Soul / Musiker";"004.002.020"
"Soulmusiker";"004.002.020"
"Funkmusiker";"004.002.001"
"Rap / Musiker";"004.002.016"
"Rapper";"004.002.016"
"Rapmusiker";"004.002.016"
"Industrieller Metallberuf";"007.544"
"HNO-Arzt";"011.015.007.005"
"Oto-Rhino-Laryngologe";"011.015.007.005"
"Hals-Nasen-Ohren-Arzt";"011.015.007.005"
"Gemmenschneider";"007.003.002"
"Edelsteingraveur";"007.003.002"
"Hutfertiger";"033.005.066"
"Hutmacher";"033.005.066"
"Fürstbischof";"030.012.001.001.002"
"Fürstbischof";"030.001.005.003.001.001"
"Fürstbischof";"030.012.001.001.001"
"Fürstbischof";"030.012.001.002.001"
"Fürstbischof";"010.010.104.001.003.001.001"
"Fürstbischof";"030.012.001.002.001"
"Fürstbischof";"020.012.009.001"
"Fürstbischof";"030.012.001.001.001"
"Elektroberuf";"022.019"
"Medaillengraveur";"005.001.003.004"
"Medaillengraveur";"033.005.049.093"
"Medaillengraveur";"033.005.049.094"
"Medaillenkünstler";"005.001.003.004"
"Medaillenkünstler";"033.005.049.093"
"Medaillenkünstler";"033.005.049.094"
"Medailleur";"005.001.003.004"
"Medailleur";"033.005.049.093"
"Medailleur";"033.005.049.094"
"Bildschnitzer";"005.001.015.001"
"Holzbildhauer";"005.001.015.001"
"Abteilungsleiter";"031.008.008"
"Fantasiegestalt";"034.003"
"Fiktive Figur";"034.003"
"Fiktive Person";"034.003"
"Gestalt / Fiktion";"034.003"
"Fiktive Gestalt";"034.003"
"Kommentator";"024.003.005"
"Bahnwärter";"036.030.001"
"Schrankenwärter";"036.030.001"
"Energieelektroniker";"022.019.008.007"
"Energieelektroniker";"022.019.002.006"
"Keramiker";"033.005.067"
"Ministerialbeamter";"010.008.014"
"Beton- und Stahlbetonbauer";"012.004.010"
"Hetman";"001.004.004.011.001.001"
"Geographin";"014.005.024.002.002"
"Geographin";"014.040.029.003"
"Geografin";"014.005.024.002.002"
"Geografin";"014.040.029.003"
"Portier";"018.062"
"Bergbäuerin";"013.001.040.006"
"Kunsttherapeut";"011.033.003.004"
"Aufseher";"010.042"
"Kassenärztin";"011.025.006"
"Kricketspieler";"023.003.009.001.011"
"Dekorateur";"033.005.068"
"Dockarbeiter";"022.006.006"
"Werft / Arbeiter";"022.006.006"
"Werftarbeiter";"022.006.006"
"Frauenärztin";"011.025.003.011"
"Gynäkologin";"011.025.003.011"
"Novizinnen";"020.069"
"Novizin";"020.069"
"Triathlet";"023.003.017.001"
"Golfer";"023.003.014"
"Golfspieler";"023.003.014"
"Ziviltechniker";"038.001.004"
"Beratender Ingenieur";"038.001.004"
"Kunststofformgeber";"007.558"
"Kunststoffformgeber";"007.558"
"Anlagenmechaniker, Fachrichtung Versorgungstechnik";"033.005.031.061.016"
"Anlagenmechaniker, Fachrichtung Apparatetechnik";"033.005.031.061.017"
"Anlagenmechaniker";"033.005.031.061"
"Domvikar";"020.034.004"
"Kaufmannsgehilfe im Hotel- und Gaststättengewerbe";"018.063"
"Hauswirtschaftstechnischer Betriebshelfer";"026.022"
"Korrespondent";"024.003.006"
"Kauffrau";"019.119"
"Heimatforscher";"014.039.805"
"Heimatkundler";"014.039.805"
"Krippenbauer";"027.009"
"Krippenbauer";"033.001.009"
"Krippenschnitzer";"027.009"
"Krippenschnitzer";"033.001.009"
"Studienbewerber";"016.038.001"
"Karikaturistin";"005.002.004.002.004"
"Kinderärztin";"011.025.003.003"
"Funker";"001.004.016"
"Bordfunker";"001.004.016.001"
"Domdekan";"022.037.001"
"Domdekan";"020.037.001"
"Konferenzdolmetscher";"003.018.002.001"
"Instrumentalmusikerin";"004.004.016"
"Bergasket";"031.046.002"
"Shugenja";"031.046.002"
"Yamabushi";"031.046.002"
